lead_id,account_id,email,phone,first_name,last_name,lead_source,status,created_at,updated_at,is_converted,converted_contact_id,opt_in_status,unsubscribed_at
mH3OzGoB4yCOe6XQc6,NqU8B1l0GPkzk4vzrU,michelle.ray733@email.net,+1-352-868-1014,Michelle,Ray,Web,Qualified,2024-02-24 16:34:51,2024-05-07 16:34:51,False,,OptedIn,
huZVwURqmmX0xoTZvM,,janet.williams411@homebuilder.com,+1-984-496-4327,Janet,Williams,Referral,Disqualified,2025-05-17 14:20:28,2025-05-28 14:20:28,False,,OptedIn,
NBhtdM5dj8BiaU3XJX,ZJGfJG8eSvw0cY6XV8,jeremy.roberts990@email.net,+1-869-883-9570,Jeremy,Roberts,Event,Disqualified,2024-02-13 12:55:50,2024-03-27 12:55:50,False,,OptedIn,
Zv28eTu2h8A3JnSAao,OdX954vy9KaledJRxE,christopher.hall117@example.com,+1-955-894-7586,Christopher,Hall,Paid Search,New,2024-06-20 07:46:11,2024-06-28 07:46:11,False,,Unknown,
Z8pnlaK78PhYRv26qb,6SShUJ9y1yH7R050DQ,craig.ramirez17@mail.com,+1-626-910-8798,Craig,Ramirez,Other,Working,2024-01-06 14:39:54,2024-01-28 14:39:54,False,,OptedIn,
dWPwb2BUwcmL0E7W5M,iepcueJRZj5IkA8XyW,cynthia.diaz476@mail.com,+1-685-709-3888,Cynthia,Diaz,Referral,New,2024-08-02 16:57:54,2024-08-08 16:57:54,False,,OptedIn,
MCFctS63X91V4ERZPk,c94RIH3VJS3p4rrcVS,mitchell.clark236@homebuilder.com,+1-682-799-8936,Mitchell,Clark,Web,Qualified,2024-03-17 04:02:52,2024-04-16 04:02:52,False,,OptedIn,
vSO8idyC7g38qSALsb,Zq9MQIfbC1AI5qJOUe,joseph.zuniga592@mail.com,+1-684-673-5573,Joseph,Zuniga,Web,Qualified,2024-03-08 03:59:54,2024-04-29 03:59:54,False,,OptedOut,2024-03-18 03:59:54
FKZta9Z0y2Tl2WTnoS,VoHIazU9XLYXSJBhZE,,+1-292-216-8860,Deborah,Lynch,Other,Nurture,2025-07-22 09:29:06,2025-09-12 09:29:06,False,,OptedIn,
SZayS8hBsch0cNgWIk,hGpVd71NaBraLAtkgH,george.daniel807@mail.com,+1-252-313-7274,George,Daniel,Paid Search,Qualified,2024-09-17 17:48:08,2024-12-20 17:48:08,False,,OptedIn,
MAY4hCyE7TwZxDkDLG,7lrp0rS3WcUR3G8HsU,frank.gray284@email.net,+1-745-499-8405,Frank,Gray,Organic,Nurture,2024-12-17 09:32:44,2025-02-17 09:32:44,False,,OptedOut,2025-01-28 09:32:44
wow4tS4tHx6HhUsWcI,,veronica.bowman486@mail.com,+1-732-860-6503,Veronica,Bowman,Event,Disqualified,2025-05-15 17:47:20,2025-05-17 17:47:20,False,,OptedIn,
eKahqRI8mAGUyl2LSA,mDhnPLXhGHOkLYBJDZ,angela.cohen729@mail.com,,Angela,Cohen,Web,New,2024-05-16 04:56:06,2024-08-31 04:56:06,False,,Unknown,
ZRMChfy9RyX71vlwv9,2A8ii6bBvOSmi6Pvpa,megan.parsons663@homebuilder.com,+1-946-652-6549,Megan,Parsons,Other,New,2024-08-13 02:46:12,2024-12-11 02:46:12,False,,OptedOut,2024-11-24 02:46:12
t8YJOqR53daDwH1XRf,osDeOH4lLVgqK1sGZy,jeremy.johnson525@example.com,+1-351-933-8006,Jeremy,Johnson,Paid Search,Qualified,2025-04-13 11:56:19,2025-06-29 11:56:19,False,,OptedIn,
HLys5jRznHnyQt8a5C,,leslie.adams889@email.net,+1-479-624-3865,Leslie,Adams,Organic,Qualified,2025-12-25 19:13:57,2025-12-31 00:00:00,False,,OptedOut,2026-03-15 19:13:57
k8BNY2ppIYS10GxpTe,,jason.hahn428@homebuilder.com,+1-268-813-6927,Jason,Hahn,Organic,Qualified,2025-05-15 19:40:45,2025-06-15 19:40:45,True,,OptedIn,
rcTh7VZqA3Js8AGQuM,TqLY7HEQYlcfYbeg1G,nancy.edwards299@homebuilder.com,+1-371-756-6285,Nancy,Edwards,Paid Search,Nurture,2025-02-03 03:09:56,2025-02-27 03:09:56,False,,OptedIn,
hMXL88HmPvADVpnYgx,jwwOzx2bvxDZw8kEyA,diana.foster428@example.com,+1-342-652-9570,Diana,Foster,Paid Search,Working,2025-09-28 00:22:20,2025-10-14 00:22:20,False,,OptedOut,2025-10-01 00:22:20
1oDr8E784gm4mk26nV,,robin.ellis481@example.com,,Robin,Ellis,Organic,Working,2024-02-21 10:56:25,2024-03-30 10:56:25,False,,OptedIn,
Cf19kHZLrmcV4olWix,H8bh2tKEkvt1oIHUh6,,+1-914-803-4033,Joseph,Wright,Event,New,2025-07-17 09:29:31,2025-07-29 09:29:31,False,,OptedIn,
LNDE6z768lhY2K7HbJ,xEJo92zblSsZiNO9gt,anna.baker232@email.net,+1-895-576-3937,Anna,Baker,Web,Qualified,2025-10-26 09:10:18,2025-12-19 09:10:18,False,,OptedIn,
OWf7OhyjtAMCCqPEQU,psjQo4g1i24BF4ouPR,brenda.hurst775@homebuilder.com,+1-723-485-3414,Brenda,Hurst,Event,New,2024-11-06 20:55:51,2024-12-21 20:55:51,False,,OptedIn,
UEw1jpU1BbKIcleWUS,SWWQg8zUkAuo1DzD1V,reginald.robinson678@homebuilder.com,+1-232-640-2951,Reginald,Robinson,Event,Qualified,2025-02-25 07:46:45,2025-04-09 07:46:45,False,,OptedIn,
NS2YrIhU8iU6fegZTq,JbR8eagC8gtuQuleZ9,whitney.hicks401@example.com,+1-228-804-1739,Whitney,Hicks,Referral,Nurture,2024-10-20 10:39:34,2025-01-06 10:39:34,False,,OptedIn,
k1tL6LMLeFeau4IK1K,dYWdJLXnRMGI0oqLT0,christopher.williams674@email.net,,Christopher,Williams,Paid Search,Qualified,2025-12-01 03:29:50,2025-12-31 00:00:00,False,,OptedIn,
J6UgCUofAIyCdy4qDG,,daniel.burton588@homebuilder.com,+1-268-780-9700,Daniel,Burton,Event,Qualified,2025-07-31 00:26:11,2025-08-11 00:26:11,False,,OptedIn,
neInQXCOcSlB1hrZDx,V3rA9ltf7j0r02MvBx,laura.henderson275@email.net,+1-261-734-4287,Laura,Henderson,Paid Search,Qualified,2025-04-22 05:39:42,2025-08-09 05:39:42,False,,OptedIn,
9gIQJp3CPpeFbP7BFp,,bryan.james498@email.net,,Bryan,James,Paid Search,Disqualified,2025-05-17 11:30:03,2025-09-09 11:30:03,True,,OptedIn,
qxU1r5brtPMe5wi86j,iVtngc7kAzyo7QzQzc,wendy.rice535@example.com,+1-325-991-6134,Wendy,Rice,Paid Search,Disqualified,2025-08-25 01:12:24,2025-12-22 01:12:24,False,,OptedOut,2025-12-30 01:12:24
nkwD6DHPr3Xh7XTFHm,,tasha.valencia372@mail.com,+1-255-907-4926,Tasha,Valencia,Paid Search,Disqualified,2024-08-27 08:43:52,2024-08-29 08:43:52,False,,OptedIn,
dhtgXER0xvuIwkIr9R,OtpXjntUGUOfniqvyX,alexander.le901@homebuilder.com,+1-682-954-7765,Alexander,Le,Paid Search,Qualified,2025-09-05 01:56:34,2025-09-09 01:56:34,False,,OptedOut,2026-01-22 01:56:34
ophVLbojS13ddn8OcJ,VoHIazU9XLYXSJBhZE,erin.herrera114@example.com,+1-527-662-8837,Erin,Herrera,Other,Working,2025-08-19 05:14:17,2025-12-03 05:14:17,False,,OptedIn,
gpnCPBswsDwvecuyCh,,joseph.davidson51@mail.com,+1-214-935-9615,Joseph,Davidson,Event,Qualified,2024-07-21 01:41:33,2024-08-09 01:41:33,True,,OptedOut,2025-01-22 01:41:33
UDCwoGkNQCDpjBBn1y,,daniel.graham633@mail.com,,Daniel,Graham,Paid Search,Qualified,2025-03-28 18:06:03,2025-06-23 18:06:03,False,,OptedIn,
ihjF53KEuzwxbk2FcI,,shawn.mckay688@email.net,+1-547-679-3161,Shawn,Mckay,Web,Nurture,2025-03-10 14:57:42,2025-03-15 14:57:42,False,,OptedOut,2025-05-16 14:57:42
QGJyUyHMQtGpvWRAjU,,nancy.baker570@mail.com,,Nancy,Baker,Event,Nurture,2025-09-11 23:54:09,2025-11-06 23:54:09,True,,OptedIn,
S7tURzYS6i9LCHpkoY,,,+1-296-536-1425,Vincent,White,Paid Search,New,2025-08-18 15:04:33,2025-10-30 15:04:33,False,,OptedIn,
awp95peSxa0yewKjjx,,rita.harrell217@mail.com,+1-590-294-7534,Rita,Harrell,Paid Search,Working,2024-08-07 18:38:42,2024-09-17 18:38:42,False,,OptedIn,
lO1COOex9InjvubM5M,Z2Xf4e0QUQMtS9AWec,kenneth.fowler502@mail.com,+1-828-390-8112,Kenneth,Fowler,Other,Qualified,2024-07-27 12:49:07,2024-10-07 12:49:07,False,,OptedIn,
VyfeivWe5T4nIzgIFQ,FvHRkZfKUKULGHasYW,chelsea.hernandez565@example.com,+1-459-563-5175,Chelsea,Hernandez,Organic,New,2024-03-24 14:24:32,2024-05-28 14:24:32,False,,OptedOut,2024-05-29 14:24:32
1jSmq2PhJikRoLuoD4,,kathryn.ryan893@homebuilder.com,+1-908-614-8974,Kathryn,Ryan,Paid Search,Disqualified,2024-01-14 21:57:50,2024-01-14 21:57:50,False,,OptedOut,2024-04-14 21:57:50
cgxfn58BohB1T8EqrX,L7x8xriyxnMn0XSffa,kimberly.moreno309@example.com,+1-696-682-1321,Kimberly,Moreno,Event,Disqualified,2024-11-23 16:23:55,2024-11-25 16:23:55,True,,OptedIn,
IpOK6qQPUZjz2OVivu,,aaron.nguyen238@email.net,+1-684-319-9106,Aaron,Nguyen,Organic,Nurture,2024-11-23 18:44:05,2025-02-04 18:44:05,False,,OptedIn,
RAjTRVagvqiTsiOPwe,ibOtmwkWRAq7EFkkDO,andrew.hickman816@homebuilder.com,+1-332-377-4268,Andrew,Hickman,Referral,Disqualified,2024-05-05 20:22:44,2024-07-23 20:22:44,False,,OptedIn,
nwUEYzMGfArVoK7EYU,iepcueJRZj5IkA8XyW,natasha.decker804@homebuilder.com,+1-818-885-2706,Natasha,Decker,Other,New,2025-11-12 17:46:05,2025-12-31 00:00:00,False,,Unknown,
RSq66bmwp26dru9IRV,iG4NVtBnyx4SHqKY0C,kyle.brown158@example.com,+1-206-451-8760,Kyle,Brown,Paid Search,Nurture,2024-04-17 00:15:53,2024-05-02 00:15:53,False,,OptedIn,
5NkMf9kQEnPPSqnM19,,natalie.arroyo735@example.com,,Natalie,Arroyo,Web,Working,2024-03-06 20:22:49,2024-04-18 20:22:49,False,,Unknown,
3dieWIOgYIku0HWvhR,PmTMYFJLhjrekRhADO,christopher.tucker909@mail.com,,Christopher,Tucker,Paid Search,New,2025-05-21 10:51:08,2025-07-16 10:51:08,False,,OptedIn,
Kij7zH5YWk91naEljz,p2K8yARhY6wg92MYQ2,chad.hodges750@example.com,+1-659-505-1085,Chad,Hodges,Event,Nurture,2025-05-01 23:55:55,2025-07-04 23:55:55,False,,Unknown,
nzZtcXaLHmifiWFKap,VNZFh0vXikfM4fKJqi,katie.anderson466@homebuilder.com,,Katie,Anderson,Referral,Qualified,2025-10-05 11:11:48,2025-11-26 11:11:48,True,,OptedIn,
fOYmsadzgwjPAVUSyV,HmMvCzBl1jwCnp4qnf,thomas.pierce712@example.com,,Thomas,Pierce,Event,New,2025-08-02 19:41:59,2025-08-22 19:41:59,False,,OptedIn,
Z29NzIUn8a3ttDoU7L,6DkYgDNSgg9zTIv5pj,joseph.brennan428@example.com,+1-820-335-3269,Joseph,Brennan,Organic,Qualified,2024-12-17 08:52:13,2025-04-11 08:52:13,False,,OptedOut,2025-04-29 08:52:13
f9j5ccOtL2fRH5A1dl,SWWQg8zUkAuo1DzD1V,rodney.lewis575@homebuilder.com,,Rodney,Lewis,Organic,Disqualified,2024-03-07 03:20:56,2024-03-31 03:20:56,False,,OptedIn,
Tt7wB1mFhtRobO2r1R,eUn5DgIaTWQkKhGF7B,amber.blair25@email.net,+1-387-461-2468,Amber,Blair,Referral,Nurture,2024-07-18 18:08:29,2024-07-29 18:08:29,True,,Unknown,
g3xBiI68tFwt3EbEVV,QDGpKZZULg36mS7rR0,james.collins276@example.com,+1-219-475-2663,James,Collins,Referral,Disqualified,2024-11-12 04:27:19,2024-11-20 04:27:19,False,,OptedIn,
7ZRqVm8XAFxxY2oxce,qWimIYZOg3oTdRKMYv,wanda.santos1@mail.com,+1-847-417-9361,Wanda,Santos,Paid Search,New,2024-07-31 06:44:09,2024-10-15 06:44:09,False,,OptedIn,
X45hpizsDVnswdyhGf,ne9x7xK6q6u08ry4mG,samuel.holmes350@homebuilder.com,,Samuel,Holmes,Event,New,2024-09-12 02:53:12,2024-09-14 02:53:12,False,,Unknown,
fPthlXme41pffLopMA,lXmW0K1vspJ3sw5U4l,david.walker128@example.com,+1-926-566-4137,David,Walker,Web,Disqualified,2024-12-11 07:31:41,2024-12-12 07:31:41,False,,OptedIn,
oDyx2Uhb0zd6HVACjf,c3pUXdZiI0LZBfWMxX,matthew.chapman67@mail.com,+1-480-396-1378,Matthew,Chapman,Other,Disqualified,2024-04-08 23:29:03,2024-05-11 23:29:03,False,,OptedIn,
gs0QfeqKqP7WUW2i2u,,jerry.robinson324email.net,+1-276-455-4225,Jerry,Robinson,Referral,Nurture,2025-03-20 03:29:24,2025-07-01 03:29:24,True,,OptedIn,
c5ToacKF6EL3Knwmcl,,chad.welch593@email.net,,Chad,Welch,Event,New,2025-12-13 00:47:40,2025-12-17 00:47:40,False,,OptedIn,
c4gYIN5kEbe0NnscLw,,jeremy.whitehead465@example.com,+1-398-786-3064,Jeremy,Whitehead,Other,Disqualified,2024-03-24 21:23:19,2024-04-06 21:23:19,True,,OptedIn,
QiRFn3JRxkJsm9JLM0,,michele.jones59@mail.com,+1-406-270-6595,Michele,Jones,Referral,Qualified,2025-03-10 12:54:08,2025-06-27 12:54:08,True,,OptedIn,
ybKZxcPASm2D0DEcEj,,john.caldwell827@homebuilder.com,+1-768-317-3333,John,Caldwell,Paid Search,Qualified,2024-05-23 02:33:59,2024-09-05 02:33:59,False,,OptedIn,
al21CAsiLYB1qu1gNm,,jason.anderson347@example.com,+1-838-644-2071,Jason,Anderson,Web,Working,2024-07-05 12:43:09,2024-08-21 12:43:09,False,,OptedOut,2024-08-17 12:43:09
8BXhJQdvlaqI9FdH7V,lCDrK9t0r88FAe10mE,selena.duncan215@email.net,+1-860-969-9342,Selena,Duncan,Paid Search,Qualified,2025-09-06 09:15:24,2025-11-29 09:15:24,False,,OptedIn,
BiWTxTadneCtSEDQN9,,thomas.mueller261@homebuilder.com,,Thomas,Mueller,Organic,Disqualified,2024-03-06 06:23:53,2024-04-12 06:23:53,False,,OptedIn,
RQMUG1RG4tIVX4HE7M,qWimIYZOg3oTdRKMYv,lindsey.lee342@mail.com,,Lindsey,Lee,Organic,Working,2024-08-23 03:01:38,2024-11-26 03:01:38,False,,Unknown,
kju0IomPPZeTVl9OEk,UsT5NPdnFzX1NiTmLZ,collin.jordan240@email.net,,Collin,Jordan,Referral,Qualified,2025-08-11 11:05:04,2025-10-09 11:05:04,False,,OptedOut,2025-08-18 11:05:04
hCRYNZ7w0opLPgPmXK,psjQo4g1i24BF4ouPR,rodney.owens582@example.com,+1-600-590-4345,Rodney,Owens,Event,New,2024-04-29 09:00:44,2024-06-10 09:00:44,False,,OptedIn,
B6ZRt56Y1gUB4xHEe4,D3puIP8wIU6t8SfkwP,jessica.nunez378@example.com,,Jessica,Nunez,Event,Qualified,2025-10-29 18:06:23,2025-12-31 00:00:00,False,,OptedOut,2026-04-14 18:06:23
OuCrJof9ZJCiSCzRpb,ZJGfJG8eSvw0cY6XV8,tracey.garcia539@mail.com,+1-667-555-5873,Tracey,Garcia,Event,Disqualified,2025-01-16 08:07:55,2025-03-15 08:07:55,False,,OptedOut,2025-05-10 08:07:55
qPBcQNeh5h2s9sXf4j,H4HGJX8Ehh3PXPCQua,richard.morgan931@mail.com,+1-998-533-7719,Richard,Morgan,Event,Working,2025-03-05 09:23:03,2025-03-20 09:23:03,False,,OptedIn,
VS4hkNkrO07uKkU4YF,,michelle.wright144@email.net,+1-747-959-7403,Michelle,Wright,Referral,New,2024-05-05 08:05:24,2024-05-26 08:05:24,False,,OptedIn,
0GRBitXR2dWfe6gRb3,aTFYwg7sklLI90iiyl,james.west786@email.net,+1-545-396-2035,James,West,Referral,New,2025-12-06 20:26:48,2025-12-31 00:00:00,False,,OptedOut,2026-06-23 20:26:48
pAAP6KYBCXw7DMAOJO,xEJo92zblSsZiNO9gt,robert.ramirez226@email.net,+1-985-813-9185,Robert,Ramirez,Web,Disqualified,2025-05-19 19:51:10,2025-08-06 19:51:10,False,,OptedOut,2025-10-16 19:51:10
vZF5KdOvl8Algyf41u,,john.leblanc392@email.net,+1-327-516-4873,John,Leblanc,Other,Qualified,2025-01-26 00:25:47,2025-04-11 00:25:47,False,,OptedOut,2025-08-05 00:25:47
c3NI9C2vbwjKHdlWye,,scott.callahan769@homebuilder.com,+1-454-903-4644,Scott,Callahan,Organic,Qualified,2024-09-14 07:19:31,2024-10-27 07:19:31,False,,OptedIn,
Bd4Ux3zw7AYnCVQSAC,,andrea.williams181@email.net,+1-281-568-7524,Andrea,Williams,Event,Working,2025-03-23 17:16:54,2025-05-19 17:16:54,False,,OptedIn,
QbQ9xTlQ5uIXYANIHY,,yvette.huff74@email.net,+1-942-583-9051,Yvette,Huff,Event,Qualified,2024-06-01 00:24:21,2024-06-20 00:24:21,False,,Unknown,
yNUdaP2vNZCRFuiVUg,5bKNIO5tuyZAN8IU3Q,tanya.house667@example.com,+1-914-881-3422,Tanya,House,Paid Search,Disqualified,2024-07-10 16:31:58,2024-08-10 16:31:58,False,,OptedIn,
gFbxq0lduOatWBQpFI,,melinda.martin601@email.net,+1-552-346-5407,Melinda,Martin,Other,Working,2025-11-11 17:17:19,2025-12-31 00:00:00,False,,Unknown,
OJzo04hWejANhCBwRo,QDGpKZZULg36mS7rR0,todd.lewis206@mail.com,+1-311-851-3721,Todd,Lewis,Web,Nurture,2025-08-12 15:51:19,2025-09-05 15:51:19,False,,OptedIn,
731EUl0Gxfm2DnNWxG,qEh0VNcfcTU0Y0WHy1,richard.brown485@email.net,+1-569-881-7528,Richard,Brown,Event,Disqualified,2024-09-18 09:45:01,2024-11-04 09:45:01,False,,OptedIn,
MK6Shit8brHhoMceTP,5bKNIO5tuyZAN8IU3Q,nicholas.galloway4@mail.com,+1-953-533-8279,Nicholas,Galloway,Referral,Disqualified,2025-09-23 04:19:01,2025-11-03 04:19:01,True,,OptedIn,
jnLwwTeh6Nbirsmi1U,EqPtSkaVdOa3f8IqvO,joseph.bowers309@example.com,+1-753-446-4987,Joseph,Bowers,Referral,Working,2025-11-10 11:11:19,2025-12-31 00:00:00,False,,OptedOut,2025-11-12 11:11:19
e5Qi9vtlDFTt78Xi5g,5cvzc3dhn7EymknRBg,spencer.henderson955@mail.com,+1-869-857-8159,Spencer,Henderson,Referral,Working,2024-02-20 05:28:50,2024-05-12 05:28:50,False,,OptedIn,
I6LaBwZ7JNjJaBOQln,Ceo5qo7w3vQiUNQLuH,susan.cowan533@mail.com,+1-503-424-9189,Susan,Cowan,Other,Qualified,2024-03-23 18:54:20,2024-05-12 18:54:20,True,,OptedIn,
Hkqp2JVgGqZdDIx3o9,,angela.higgins869@mail.com,+1-601-506-3608,Angela,Higgins,Web,Disqualified,2025-06-28 00:32:25,2025-09-30 00:32:25,True,,OptedIn,
QTLO4jHvhX6Knr3vIe,,eric.phillips453@mail.com,+1-570-943-2670,Eric,Phillips,Other,Working,2024-04-22 11:41:39,2024-05-18 11:41:39,False,,OptedIn,
ygA3MTw7VKQ9iF7OIa,piOwZXdh26SssFXy2O,tanya.riley669@mail.com,+1-591-481-8292,Tanya,Riley,Paid Search,New,2025-09-09 17:56:11,2025-12-03 17:56:11,False,,OptedIn,
5UfV1ZZGknBUdQZ63u,YuwteDDsQsNaS73dZc,,+1-798-751-3033,Amy,Adkins,Referral,New,2025-03-07 21:42:45,2025-06-19 21:42:45,False,,OptedIn,
bBYn77C9Yq2yVMXQw0,,brian.silva48@homebuilder.com,+1-520-735-6769,Brian,Silva,Organic,Disqualified,2025-08-31 00:29:01,2025-10-07 00:29:01,False,,OptedIn,
gf228rD8YaHjQYGeAS,,wesley.farrell693@homebuilder.com,+1-861-397-7097,Wesley,Farrell,Organic,Disqualified,2025-02-20 05:58:50,2025-03-18 05:58:50,True,,OptedIn,
Q9zQ1b476X4dMKGrD0,ezGPO2hZBjDXmufVqq,eric.yu993@email.net,+1-701-297-9666,Eric,Yu,Paid Search,Disqualified,2025-08-30 23:12:43,2025-12-26 23:12:43,True,,OptedOut,2025-10-14 23:12:43
YbtAwOLjyWaqT70V97,m4TBqop7lFlRj2SlWy,christopher.lopez582@email.net,+1-628-923-8500,Christopher,Lopez,Referral,Qualified,2025-07-17 10:47:43,2025-10-06 10:47:43,False,,Unknown,
nVHQwsoIrwPJ54jwA3,,brooke.leonard568@homebuilder.com,+1-901-893-9722,Brooke,Leonard,Other,New,2024-01-09 07:21:47,2024-03-03 07:21:47,False,,OptedIn,
cukihkFjwpsWbbxfsW,6UaWyzv8rZMglxl14G,joe.wilson180@mail.com,,Joe,Wilson,Web,Nurture,2025-02-02 23:46:22,2025-03-19 23:46:22,False,,Unknown,
FXl7IIDjZDIvdp2ScU,,pamela.sanchez7@homebuilder.com,+1-303-641-9061,Pamela,Sanchez,Referral,New,2024-10-01 21:02:20,2024-10-14 21:02:20,True,,OptedIn,
tPu0lFTNMtXGzeR8k0,,brooke.harvey114@mail.com,,Brooke,Harvey,Event,Nurture,2024-11-02 10:52:14,2024-12-25 10:52:14,False,,OptedIn,
UUg7kmOjjp8xn7L0g3,,robert.silva440@homebuilder.com,+1-832-356-9376,Robert,Silva,Referral,Working,2024-12-03 08:28:13,2025-02-02 08:28:13,False,,OptedIn,
7GhfQTm6jbBrc97OGB,ezGPO2hZBjDXmufVqq,alexandra.donovan437@mail.com,+1-436-427-6507,Alexandra,Donovan,Event,Qualified,2025-11-02 08:39:14,2025-11-08 08:39:14,False,,OptedIn,
Q36MwiFtB0eJHHbQFU,VoHIazU9XLYXSJBhZE,james.moran312@homebuilder.com,+1-570-960-9664,James,Moran,Organic,Nurture,2025-06-14 11:19:31,2025-08-23 11:19:31,False,,OptedIn,
Ha56db2ysoBR6wcITl,efuM6IsNyViuUb5CxY,john.foster45@mail.com,+1-555-574-8347,John,Foster,Other,New,2025-07-06 17:14:37,2025-08-07 17:14:37,False,,Unknown,
4PvV1bh72ZnhjOgryA,D3puIP8wIU6t8SfkwP,emily.evans576@email.net,+1-209-725-8461,Emily,Evans,Organic,Disqualified,2024-07-29 21:01:06,2024-08-24 21:01:06,False,,OptedIn,
qIG7DXIdwH8s3yzD7e,QDGpKZZULg36mS7rR0,leslie.walton333@homebuilder.com,+1-258-840-1170,Leslie,Walton,Paid Search,Working,2025-03-02 15:13:46,2025-04-04 15:13:46,False,,OptedOut,2025-03-09 15:13:46
HF0erwaigwFcbCRKCd,,charles.ellis160@email.net,,Charles,Ellis,Referral,Working,2024-12-03 00:32:55,2025-01-19 00:32:55,True,,OptedIn,
Uje1ABOb44Fuy6Wjob,,yolanda.ferrell394@email.net,+1-474-346-1221,Yolanda,Ferrell,Web,New,2025-08-15 23:39:37,2025-11-29 23:39:37,False,,OptedIn,
